,AGE07,EDCL07,MARRIED07,KIDS07,OCCAT107,INCOME07,RISK07,NETWORTH07,TrueRiskTol
7298,36,2,1,2,1,87328.057034,2,167559.69954,27.431674764869697
7299,36,2,1,2,1,87328.057034,2,191378.44546,27.431674764869697
7310,48,4,1,2,1,69223.459844,3,268913.64141,24.9578644568242
7311,48,4,1,2,1,69223.459844,3,474997.57348,24.63608396060869
7312,48,4,1,2,1,69223.459844,3,256175.79033,24.78738027577273
7313,48,4,1,2,1,69223.459844,3,246026.93338,24.70281174254414
7314,48,4,1,2,1,69223.459844,3,374337.48204,24.84909696171941
7350,44,4,1,0,1,157616.49318,2,774212.80209,9.399156632161926
7351,44,4,1,0,1,157616.49318,2,754640.00653,9.399156632161926
7352,44,4,1,0,1,157616.49318,2,716219.33377,9.399156632161926
7353,44,4,1,0,1,157616.49318,2,752465.25147,9.399156632161926
7354,44,4,1,0,1,157616.49318,2,723468.51731,9.399156632161926
7355,52,2,1,0,1,51118.862654,3,583455.71522,6.231816860843725
7358,52,2,1,0,1,51118.862654,3,674691.86806,6.680192992962248
7375,83,1,2,0,3,203623.46957,3,6159734.8138,0.5534768041235232
7377,83,1,2,0,3,203623.46957,3,6078958.1973,0.5522134464748365
7379,83,1,2,0,3,203623.46957,3,5725819.3991,0.5534166666666895
7395,64,2,1,0,1,74548.341371,3,1100322.5016,1.0936079163587316
7396,64,2,1,0,1,74548.341371,3,1342641.9954,1.0936070216866778
7397,64,2,1,0,1,74548.341371,3,1166600.7511,1.0936978206147412
7398,64,2,1,0,1,74548.341371,3,1082706.9856,1.093696917296544
7399,64,2,1,0,1,74548.341371,3,1097205.3527,1.0936070216866778
7441,55,2,2,1,3,97977.820087,4,21643.990856,83.48021953199458
7460,43,4,2,2,1,74548.341371,3,136170.73481,17.801240874996047
7475,66,2,1,0,1,48988.910043,3,164349.34683,1.0913543258937937
7476,66,2,1,0,1,50053.886349,3,186096.89745,1.0966879672630974
7477,66,2,1,0,1,48988.910043,3,294834.65056,1.0913543258937937
7478,66,2,1,0,1,50053.886349,3,207844.44807,1.0966879672630974
7479,66,2,1,0,1,48988.910043,3,193346.08099,1.0913543258937937
7480,40,2,1,2,1,109692.55945,4,69592.161986,53.16883913723288
7481,40,2,1,2,1,105432.65422,4,87197.322012,52.18949167024445
7483,40,2,1,2,1,107562.60683,4,70109.96081,52.89443756492656
7484,40,2,1,2,1,99042.796392,4,65449.771391,50.90105758595355
7490,60,3,1,0,1,86263.080729,3,506096.57087,3.9116903078120417
7491,60,3,1,0,1,86263.080729,3,499054.50686,3.9584490914402
7492,60,3,1,0,1,86263.080729,3,500504.34357,3.8877104127228734
7493,60,3,1,0,1,86263.080729,3,485281.05813,3.917818933403837
7494,60,3,1,0,1,86263.080729,3,487973.61202,3.936536903958624
7497,59,4,2,0,1,99042.796392,3,179986.87133,4.786568872414085
7515,54,2,2,0,1,51118.862654,3,599818.15807,1.9583008362846948
7516,54,2,2,0,1,51118.862654,3,598782.56042,1.9044668610402689
7517,54,2,2,0,1,51118.862654,3,598782.56042,1.9852187572838988
7518,54,2,2,0,1,51118.862654,3,599818.15807,2.039056202441292
7519,54,2,2,0,1,51118.862654,3,599818.15807,2.039056202441292
7523,63,3,1,0,2,109692.55945,3,1437202.4167,1.4574420602537022
7546,59,4,1,2,1,332272.60725,3,8948495.7218,1.1400293919339726
7575,43,2,1,2,1,42599.052212,4,-2392.230568,18.05589178557209
7576,43,2,1,2,1,42599.052212,4,12810.342913,18.05685708562668
7577,43,2,1,2,1,42599.052212,4,7642.7106466,18.22264173249092
7578,43,2,1,2,1,42599.052212,4,11795.457218,18.22264173249092
7579,43,2,1,2,1,42599.052212,4,497.08687133,18.22360703254551
7595,64,1,1,0,3,24494.455022,3,173100.14696,0.9849776747267176
7596,64,1,1,0,3,23429.478716,3,135414.74853,1.0159804328134183
7597,64,1,1,0,3,23429.478716,3,136698.88961,1.0586281428894275
7598,64,1,1,0,3,25559.431327,3,122925.44089,1.086491071373641
7599,64,1,1,0,3,24494.455022,3,168667.78903,1.0039834551192492
7600,34,4,1,1,1,127797.15664,2,257242.45591,41.64161804821414
7601,34,4,1,1,1,127797.15664,2,256206.85826,41.64161804821414
7602,34,4,1,1,1,127797.15664,2,257242.45591,41.64161804821414
7603,34,4,1,1,1,127797.15664,2,256206.85826,41.64161804821414
7604,34,4,1,1,1,127797.15664,2,256206.85826,41.64161804821414
7615,53,2,2,0,1,15974.644579,3,37074.39582,5.846288632169504
7616,53,2,2,0,1,15974.644579,3,20494.477466,6.640213418145796
7617,53,2,2,0,1,15974.644579,3,31886.0516,6.022922712568152
7618,53,2,2,0,1,15974.644579,3,19458.879817,6.37827178209795
7619,53,2,2,0,1,15974.644579,3,32921.649249,6.460866119217762
7675,64,4,1,0,2,952088.81693,3,10334021.816,1.6219172274996807
7676,64,4,1,0,2,1033027.0161,3,10972157.087,1.595007105340479
7677,64,4,1,0,2,1044741.7555,3,11134228.119,1.5862035044441891
7679,64,4,1,0,2,974453.31934,3,12511055.193,1.323286743333202
7690,60,4,1,3,2,565502.41811,2,16748720.771,0.9059483086423172
7691,60,4,1,3,2,545267.86831,2,16748720.771,0.8987567284666425
7692,60,4,1,3,2,572957.25225,2,16748720.771,0.9086013752373486
7693,60,4,1,3,2,569762.32333,2,16748720.771,0.9074641225698772
7694,60,4,1,3,2,579347.11008,2,16748720.771,0.9108768672566938
7715,56,2,1,0,1,64963.554623,3,295041.77008,4.617787373576674
7716,56,2,1,0,1,64963.554623,3,308504.53952,4.577724119473652
7729,55,4,1,0,3,567632.37072,2,11039470.934,1.3416718784995796
7730,26,4,1,1,1,71353.412455,3,49625.839321,52.93721105438909
7731,26,4,1,1,1,71353.412455,3,49636.195297,52.93612977886218
7732,26,4,1,1,1,71353.412455,3,54907.387329,52.93721105438909
7733,26,4,1,1,1,71353.412455,3,41341.058132,52.93721105438909
7734,26,4,1,1,1,71353.412455,3,49636.195297,52.93612977886218
7760,64,2,2,0,3,12779.715664,4,71984.392554,1.4247341178182793
7761,64,2,2,0,3,12779.715664,4,77462.704115,1.409350028741438
7762,64,2,2,0,3,12779.715664,4,73744.908556,1.398621648473965
7805,75,4,1,0,1,5431379.157,2,77876943.174,0.4522181133035083
7806,75,4,1,0,1,5431379.157,2,79488333.116,0.4523053173054872
7807,75,4,1,0,1,5431379.157,2,77662574.461,0.4522056518979074
7808,75,4,1,0,1,5431379.157,2,79152799.477,0.4522661978869708
7809,75,4,1,0,1,5431379.157,2,78756165.578,0.4526603819628132
7815,35,4,2,1,1,80938.199202,3,42459.503592,32.56143603338195
7816,35,4,2,1,1,80938.199202,3,42459.503592,32.75655655186766
7817,35,4,2,1,1,80938.199202,3,42459.503592,32.56256641821459
7818,35,4,2,1,1,80938.199202,3,42459.503592,32.367730699166984
7819,35,4,2,1,1,80938.199202,3,42459.503592,32.75800507824708
7830,59,4,1,0,3,167201.27993,2,1332917.7335,2.484889991997111
7831,59,4,1,0,3,168266.25624,2,1335610.2874,2.49025104681285
7832,59,4,1,0,3,168266.25624,2,1333435.5323,2.495762447412012
7833,59,4,1,0,3,168266.25624,2,1333539.0921,2.495762447412012
7834,59,4,1,0,3,168266.25624,2,1332607.0542,2.495762447412012
7835,52,2,1,0,1,103302.70161,3,397669.49706,10.560333199933355
7836,52,2,1,0,1,103302.70161,3,397669.49706,10.545256352659074
7837,52,2,1,0,1,103302.70161,3,397669.49706,10.560333199933355
7838,52,2,1,0,1,103302.70161,3,397669.49706,10.578040119628316
7839,52,2,1,0,1,104367.67792,3,397669.49706,10.620574066549633
7842,57,2,1,0,3,92652.938561,2,154614.72894,7.840723986319549
7845,41,2,1,3,2,378066.58838,3,3429899.4121,21.94619692076698
7846,41,2,1,3,2,378066.58838,3,3444397.7792,21.94619692076698
7847,41,2,1,3,2,378066.58838,3,3444397.7792,21.94619692076698
7848,41,2,1,3,2,378066.58838,3,3443362.1816,21.94619692076698
7849,41,2,1,3,2,378066.58838,3,3431970.6074,21.94619692076698
7855,64,4,1,0,2,266244.07632,3,1133171.659,1.806296181840516
7856,64,4,1,0,2,266244.07632,3,1684182.0999,1.8092652224937464
7857,64,4,1,0,2,266244.07632,3,1118694.0039,1.812345769240484
7858,64,4,1,0,2,266244.07632,3,1144749.6408,1.8164168897924
7859,64,4,1,0,2,266244.07632,3,1315675.0327,1.8112143862744143
7890,70,4,1,0,1,25463583.46,2,830497637.85,0.4526986414304011
7891,70,4,1,0,1,25314486.777,2,914218458.56,0.4525105874760082
7892,70,4,1,0,1,24057814.737,2,922630618.26,0.4526024500674168
7893,70,4,1,0,1,23706372.556,2,832825661.37,0.4533057241119501
7894,70,4,1,0,1,28296420.432,2,857292691.41,0.4527879512854256
7895,48,2,1,6,1,110757.53575,4,139805.68256,20.35925074518812
7896,48,2,1,6,1,110757.53575,4,155339.64729,20.35925074518812
7897,48,2,1,6,1,110757.53575,4,137734.48726,20.35925074518812
7898,48,2,1,6,1,110757.53575,4,177397.8772,20.35925074518812
7899,48,2,1,6,1,110757.53575,4,125307.31548,20.35925074518812
7900,64,4,1,0,3,132057.06186,3,10892208.948,1.3747985257590285
7901,64,4,1,0,3,116082.41728,3,8393415.3821,1.554811089896321
7902,64,4,1,0,3,148031.70644,3,11671703.298,1.5143067004059376
7904,64,4,1,0,3,154421.56427,3,10483976.355,1.5268528873946838
7950,47,2,1,0,1,28754.360243,3,7250.2191378,37.4368659455191
7951,47,2,1,0,1,28754.360243,3,26512.335402,37.4368659455191
7952,47,2,1,0,1,27689.383938,3,18434.673743,36.74449769124956
7953,47,2,1,0,1,27689.383938,3,17399.076094,36.74449769124956
7954,47,2,1,0,1,28754.360243,3,17191.956564,37.4368659455191
7960,74,4,1,0,3,322687.8205,3,4015012.0836,0.5382937500003151
7961,74,4,1,0,3,321622.8442,3,4194170.4768,0.5382937500003151
7962,74,4,1,0,3,322687.8205,3,4076112.3449,0.5382937500003151
7963,74,4,1,0,3,321622.8442,3,4268733.5075,0.5382937500003151
7964,74,4,1,0,3,322687.8205,3,3977730.5683,0.5382937500003151
7985,64,3,2,0,1,23429.478716,4,98071.097322,1.185958881095985
7986,64,3,2,0,1,23429.478716,4,95999.902025,1.185958881095985
7987,64,3,2,0,1,25559.431327,4,77359.14435,1.2211828919279342
7988,64,3,2,0,1,26624.407632,4,88750.718485,1.2388008557168488
7989,64,3,2,0,1,25559.431327,4,106355.87851,1.2211828919279342
7995,40,2,1,2,1,106497.63053,4,173669.72567,14.087998403370875
7996,40,2,1,2,1,106497.63053,4,202666.45983,13.477524737363773
7997,40,2,1,2,1,106497.63053,4,137423.80797,14.464218549559174
7998,40,2,1,2,1,105432.65422,4,145708.58916,14.249860357326444
7999,40,2,1,2,1,106497.63053,4,176776.51862,13.89281400841769
8010,69,4,1,0,2,3344025.5986,3,10785749.51,0.7224262442047458
8011,69,4,1,0,2,3354675.3617,3,12325683.214,0.7352911055109579
8014,69,4,1,0,2,3344025.5986,3,12915973.873,0.7276231561388125
8025,41,4,1,3,2,425990.52212,3,5275334.4219,7.26960378128757
8026,41,4,1,3,2,425990.52212,3,5461741.9987,7.065788171834736
8027,41,4,1,3,2,425990.52212,3,5119994.7747,7.458586104912669
8028,41,4,1,3,2,425990.52212,3,5161418.6806,7.406323697800749
8029,41,4,1,3,2,425990.52212,3,5151062.7041,7.419256833186743
8035,61,4,1,0,2,1565515.1688,3,33168121.489,0.9139656719743544
8036,61,4,1,0,2,1576164.9318,3,33168121.489,0.9152668014874632
8037,61,4,1,0,2,1576164.9318,3,33169157.087,0.9166531544261272
8038,61,4,1,0,2,1565515.1688,3,33169157.087,0.9139656719743544
8039,61,4,1,0,2,1565515.1688,3,33169157.087,0.9139656719743544
8050,65,4,2,0,1,80938.199202,2,953164.07577,1.4406475259177285
8051,65,4,2,0,1,80938.199202,2,691157.87067,1.4360560127081723
8052,65,4,2,0,1,80938.199202,2,497501.11039,1.4406475259177285
8053,65,4,2,0,1,80938.199202,2,680801.89419,1.4498483228947985
8054,65,4,2,0,1,80938.199202,2,739830.96016,1.4452450246768738
8091,64,2,1,0,2,217255.16628,3,7177520.1829,1.5403328323165142
8107,67,3,1,0,2,64963.554623,4,818463.88961,0.7399597041370553
8109,67,3,1,0,2,77743.270286,4,921661.1953,0.7165774287299097
8113,57,2,1,0,1,133122.03816,3,388804.78119,5.0355085951277445
8114,57,2,1,0,1,133122.03816,3,245094.89549,4.765412703253869
8126,68,4,1,0,3,40469.099601,3,578899.08556,1.3155848206714555
8128,68,4,1,0,3,40469.099601,3,504750.29393,1.3075807133441266
8130,63,4,2,0,4,110757.53575,3,1516218.5173,0.9442221456435796
8131,63,4,2,0,4,123537.25141,3,1577836.5774,0.951187250679846
8132,63,4,2,0,4,118212.36989,3,1322458.1973,0.9674503994193452
8133,63,4,2,0,4,113952.46467,3,1402302.776,0.95146993236334
8134,63,4,2,0,4,123537.25141,3,1438341.5741,0.9806177676511132
8140,56,2,2,2,1,31949.289159,4,83552.018289,5.53480478230108
8141,56,2,2,2,1,31949.289159,4,82723.54017,5.555245911571733
8142,56,2,2,2,1,31949.289159,4,82837.455911,5.552412991128904
8143,56,2,2,2,1,31949.289159,4,82102.181581,5.570825178268786
8144,56,2,2,2,1,31949.289159,4,82526.776617,5.560156047660591
8156,54,3,1,1,1,141641.8486,3,414694.7224,6.360899299122886
8157,54,3,1,1,1,155486.54057,3,640869.24886,6.644016482222833
8159,54,3,1,1,1,123537.25141,3,558228.5565,6.022071509288419
8160,45,2,2,2,1,68158.483539,2,19251.760287,22.897617165533223
8161,45,2,2,2,1,68158.483539,2,22700.300457,22.866997278723264
8163,45,2,2,2,1,68158.483539,2,17967.619203,20.819314250251985
8164,45,2,2,2,1,68158.483539,2,14757.266492,21.78833306859622
8190,63,3,1,1,2,1725261.6146,4,62130680.927,0.6223572950421581
8191,63,3,1,1,2,1725261.6146,4,62130680.927,0.6223323772584406
8192,63,3,1,1,2,1725261.6146,4,62130680.927,0.6223261478536495
8193,63,3,1,1,2,1725261.6146,4,62130680.927,0.6223822130890824
8194,63,3,1,1,2,1725261.6146,4,62130680.927,0.6223946722112141
8216,46,3,1,2,1,72418.38876,4,46601.894187,75.85839001659706
8220,52,4,2,1,1,106497.63053,2,651908.71979,8.286581060240803
8222,52,4,2,1,1,106497.63053,2,652944.31744,7.779466212792517
8223,52,4,2,1,1,106497.63053,2,651908.71979,8.247235942766366
8224,52,4,2,1,1,106497.63053,2,652944.31744,8.115085749993487
8250,53,4,2,1,1,223645.02411,3,1273940.4474,8.538353912235642
8251,53,4,2,1,1,223645.02411,3,1273857.5996,8.544747652272612
8252,53,4,2,1,1,223645.02411,3,1306126.8223,8.332193574819152
8253,53,4,2,1,1,223645.02411,3,1281697.0738,8.480198643106174
8254,53,4,2,1,1,223645.02411,3,1271237.5376,8.54815076600912
8265,57,1,1,2,1,89458.009645,4,78632.929458,3.877238036311032
8275,53,4,1,3,2,69223.459844,3,132867.17831,5.541632650184274
8276,53,4,1,3,2,69223.459844,3,133902.77596,5.5192892185702105
8277,53,4,1,3,2,69223.459844,3,133902.77596,5.434779037514003
8279,53,4,1,3,2,69223.459844,3,132867.17831,5.412599796629349
8303,53,4,1,2,1,13280254.527,1,157172655.13,2.455122569261702
8305,44,4,2,0,2,51118.862654,3,205151.89419,9.700349467951131
8306,44,4,2,0,2,51118.862654,3,205151.89419,9.591121723149834
8307,44,4,2,0,2,51118.862654,3,204116.29654,9.591121723149834
8308,44,4,2,0,2,50053.886349,3,205151.89419,9.491854671971016
8309,44,4,2,0,2,51118.862654,3,204116.29654,9.700349467951131
8355,64,4,1,0,1,1331220.3816,3,16218494.775,1.1271560251402852
8356,64,4,1,0,1,1331220.3816,3,14172153.821,1.1451099592070435
8357,64,4,1,0,1,1331220.3816,3,12852802.417,1.2696471433608476
8358,64,4,1,0,1,1341870.1447,3,15264709.34,1.2374383579041577
8376,47,4,1,2,1,510123.65024,2,1682121.2606,7.713567971652611
8395,68,4,1,0,2,3514421.8075,2,35731225.669,0.7297172577347442
8396,68,4,1,0,2,3333375.8356,2,29834532.658,0.7288975859337037
8397,68,4,1,0,2,3418573.94,2,50320725.343,0.7426997585658373
8398,68,4,1,0,2,3397274.4139,2,40477369.693,0.720524141219383
8399,68,4,1,0,2,3557020.8597,2,35265206.728,0.7408010282073167
8405,62,1,1,1,1,37274.170685,4,213540.23514,2.659454185352423
8406,62,1,1,1,1,37274.170685,4,213540.23514,2.659454185352423
8407,62,1,1,1,1,37274.170685,4,213540.23514,2.659454185352423
8408,62,1,1,1,1,37274.170685,4,214575.83279,2.659454185352423
8409,62,1,1,1,1,37274.170685,4,212504.63749,2.659454185352423
8410,66,3,1,0,3,681584.83539,2,21654346.832,0.6196869809659311
8411,66,3,1,0,3,681584.83539,2,21177971.914,0.6212415084234548
8412,66,3,1,0,3,681584.83539,2,21664702.809,0.6197372345509174
8413,66,3,1,0,3,681584.83539,2,21654346.832,0.6197700937710366
8414,66,3,1,0,3,681584.83539,2,21653311.234,0.6196869809659311
8415,65,4,1,0,2,528228.24743,3,6862905.6172,1.3642445747665553
8416,65,4,1,0,2,529293.22373,3,7473908.2299,1.3652860137094602
8417,65,4,1,0,2,528228.24743,3,6149378.8374,1.3410343927548558
8418,65,4,1,0,2,529293.22373,3,6935397.4526,1.3389777776604856
8419,65,4,1,0,2,528228.24743,3,6873261.5937,1.3410343927548558
8425,58,2,1,0,2,120342.3225,2,824439.28805,3.328934312263127
8426,58,2,1,0,2,120342.3225,2,824439.28805,3.328934312263127
8427,58,2,1,0,2,119277.34619,2,824439.28805,3.317323498297528
8428,58,2,1,0,2,120342.3225,2,824439.28805,3.328934312263127
8429,58,2,1,0,2,120342.3225,2,824439.28805,3.328934312263127
8430,52,1,2,0,3,9371.7914866,2,9413.5826257,12.45439450005382
8431,52,1,2,0,3,9265.2938561,2,11401.930111,13.719751441907295
8434,52,1,2,0,3,9371.7914866,2,15803.220118,10.97429308521101
8440,35,2,1,4,1,25559.431327,2,24792.207707,51.94011130907252
8441,35,2,1,4,1,25559.431327,2,23766.966035,51.088772212900224
8442,35,2,1,4,1,25559.431327,2,22638.164598,51.22585262287947
8443,35,2,1,4,1,25559.431327,2,22648.520575,54.09871262341274
8444,35,2,1,4,1,25559.431327,2,20670.529066,54.3049907374409
8470,66,3,1,0,3,68158.483539,3,730510.58132,1.4550330736120551
8471,66,3,1,0,3,79873.222897,3,714044.57871,1.5699876523382663
8472,66,3,1,0,3,73483.365065,3,710523.5467,1.4716199398847465
8474,66,3,1,0,3,74548.341371,3,695921.61986,1.5496892139885632
8495,31,3,1,1,1,106497.63053,3,254342.7825,45.12256962019097
8496,31,3,1,1,1,106497.63053,3,254342.7825,45.19184147655803
8497,31,3,1,1,1,106497.63053,3,256413.97779,45.12256962019097
8498,31,3,1,1,1,106497.63053,3,254342.7825,45.19184147655803
8499,31,3,1,1,1,106497.63053,3,253307.18485,45.19184147655803
8531,68,4,1,0,3,479239.33738,3,4192099.2815,0.5684129564435301
8532,68,4,1,0,3,479239.33738,3,6201158.7198,0.5404553203792807
8541,88,4,1,0,2,2119302.8475,2,117897200.07,0.8008691826793986
8550,46,2,1,5,1,85198.104423,4,120243.24298,17.78079451135988
8551,46,2,1,5,1,85198.104423,4,129470.41803,17.969703990883616
8552,46,2,1,5,1,85198.104423,4,118834.83018,17.897412836998818
8553,46,2,1,5,1,85198.104423,4,119404.40888,17.825975940093315
8554,46,2,1,5,1,85198.104423,4,141876.87786,17.745007901482236
8585,55,2,1,0,1,106497.63053,3,380271.45656,4.594366443654563
8586,55,2,1,0,1,107562.60683,3,454834.48726,4.614942741675312
8587,55,2,1,0,1,106497.63053,3,392595.06858,4.594366443654563
8588,55,2,1,0,1,107562.60683,3,326420.37884,4.614942741675312
8589,55,2,1,0,1,106497.63053,3,392595.06858,4.677912321015842
8590,60,4,1,2,3,153356.58796,4,624361.82234,3.129796171984527
8591,60,4,1,2,3,153356.58796,4,619908.75245,3.1227838617926085
8592,60,4,1,2,3,153356.58796,4,592051.1757,3.189336514307845
8593,60,4,1,2,3,153356.58796,4,599611.03854,3.180046173900918
8594,60,4,1,2,3,153356.58796,4,610277.69432,3.164954899639018
8595,59,2,2,0,3,13844.691969,4,70524.199869,2.0865314566379785
8596,59,2,2,0,3,13844.691969,4,70524.199869,2.029663438406213
8597,59,2,2,0,3,14909.668274,4,71559.797518,2.1248680519561103
8598,59,2,2,0,3,14909.668274,4,71559.797518,2.149343398241208
8599,59,2,2,0,3,13844.691969,4,71559.797518,2.106926300884516
8602,65,4,1,0,1,168266.25624,3,2119039.9086,1.6494619333287166
8605,61,4,1,0,1,218320.14259,2,2434814.3436,3.308322093484568
8606,61,4,1,0,1,218320.14259,2,2428994.2848,3.3111603721710665
8607,61,4,1,0,1,218320.14259,2,2445563.8472,3.3111603721710665
8608,61,4,1,0,1,218320.14259,2,2431065.4801,3.310912755994862
8609,61,4,1,0,1,218320.14259,2,2453848.6283,3.3111603721710665
8655,82,4,1,0,3,67093.507233,3,357902.54735,0.4718827101694394
8656,82,4,1,0,3,67093.507233,3,673759.83018,0.4657891352279681
8657,82,4,1,0,3,67093.507233,3,325799.02025,0.471965358271993
8658,82,4,1,0,3,66028.530928,3,271947.94252,0.4736754807695853
8659,82,4,1,0,3,67093.507233,3,388970.47681,0.4679043909350827
8665,60,4,1,0,1,984038.10609,2,43354156.401,1.71832739754309
8666,60,4,1,0,1,910554.74103,2,28937290.856,1.9758156551283808
8667,60,4,1,0,1,933984.21974,2,35341530.274,1.733565336396807
8668,60,4,1,0,1,968063.46151,2,32483280.764,1.8129468413943428
8690,79,4,1,0,2,2951049.342,3,49651625.702,0.4915122260324613
8692,79,4,1,0,2,4484615.2216,3,76861850.359,0.475187629080763
8693,79,4,1,0,2,5200279.2987,3,55511140.758,0.4830687562741807
8694,79,4,1,0,2,5327011.4791,3,64424115.48,0.4570617263303116
8700,48,2,1,1,1,158681.46949,3,429410.56499,10.420404447125891
8702,48,2,1,1,1,176786.06668,3,428374.96734,10.98929912033446
8704,48,2,1,1,1,136316.96708,3,398342.63553,9.98539459472584
8710,61,4,1,0,2,211930.28475,2,3111970.934,1.0950292304072358
8711,61,4,1,0,2,211930.28475,2,3110935.3364,1.0923804751798958
8712,61,4,1,0,2,211930.28475,2,3122223.3508,1.0909635949214365
8713,61,4,1,0,2,211930.28475,2,3110831.7766,1.0950332696836311
8714,61,4,1,0,2,211930.28475,2,3111867.3743,1.092384514456291
8720,60,4,1,0,2,317362.93898,3,1484529.2293,3.167065379763331
8721,60,4,1,0,2,317362.93898,3,1491778.4128,3.167065379763331
8722,60,4,1,0,2,317362.93898,3,1465888.4716,3.167065379763331
8723,60,4,1,0,2,317362.93898,3,1455532.4951,3.167065379763331
8724,60,4,1,0,2,317362.93898,3,1518703.9517,3.167065379763331
8735,82,2,2,0,3,25026.943174,4,288828.18419,0.4791591653029609
8736,82,2,2,0,3,25026.943174,4,288828.18419,0.4791591653029609
8737,82,2,2,0,3,25026.943174,4,288621.06466,0.478870703764385
8738,82,2,2,0,3,25026.943174,4,289967.34161,0.479002154592089
8739,82,2,2,0,3,25026.943174,4,288931.74396,0.4791591653029609
8740,59,3,1,0,1,207670.37953,3,568594.88896,4.204153735015437
8741,59,3,1,0,1,207670.37953,3,940374.44481,4.205874443103147
8742,59,3,1,0,1,207670.37953,3,657656.28674,4.49103130884295
8743,59,3,1,0,1,207670.37953,3,590342.43958,4.554830593335364
8744,59,3,1,0,1,207670.37953,3,648335.9079,4.400461240096048
8750,73,4,2,0,3,22471.000042,4,244401.04507,0.5337602459019897
8751,73,4,2,0,3,21299.526106,4,239223.05683,0.5363486842106601
